submission_pk,User,AUC,MRR,nDCG@5,nDCG@10
592287,ChuhanWu,0.6420 (1),0.1174 (2),0.3253 (1),0.3905 (1),
634026,v-jinyi,0.4991 (2),0.2183 (1),0.2230 (2),0.2857 (2),
